Last_Updat,Age_F_Less,Age_F_01_0,Age_F_10_1,Age_F_20_2,Age_F_30_3,Age_F_40_4,Age_F_50_5,Age_F_60_6,Age_F_70_7,Age_F_80Pl,Age_F_Unk,Age_M_Less,Age_M_01_0,Age_M_10_1,Age_M_20_2,Age_M_30_3,Age_M_40_4,Age_M_50_5,Age_M_60_6,Age_M_70_7,Age_M_80Pl,Age_M_Unk,Age_Ttl_Le,Age_Ttl_01,Age_Ttl_10,Age_Ttl_20,Age_Ttl_30,Age_Ttl_40,Age_Ttl_50,Age_Ttl_60,Age_Ttl_70,Age_Ttl_80,Age_Ttl_Un,Sex_Ttl_F,Sex_Ttl_M,Sex_Ttl_Un,Race_Asian,Race_Black,Race_White,Race_Other,Race_Unk,Eth_Non_Hi,Eth_Hispan,Eth_Unk,FID,Record_Status,AmerIndAska,PacificIslander
2021/01/15 22:00:57+00,145,1054,3105,8430,6374,4581,3455,2002,1005,819,0,193,1129,2742,7449,6199,4456,3386,1976,896,483,0,341,2198,5861,15946,12612,9062,6867,3986,1907,1304,0,30970,28909,205,0.029,0.076,0.57,0.14,0.181,0.36,0.462,0.178,280,Past,0.003,0.001
2021/01/16 22:00:00+00,148,1065,3125,8471,6403,4601,3470,2012,1014,822,0,193,1135,2752,7486,6228,4475,3399,1986,901,484,0,344,2216,5891,16025,12671,9102,6895,4006,1921,1308,0,31131,29039,209,0.029,0.076,0.57,0.14,0.181,0.36,0.462,0.178,281,Past,0.003,0.001
2021/01/17 22:00:00+00,153,1075,3143,8511,6442,4638,3497,2031,1023,832,0,195,1140,2767,7533,6265,4497,3431,1999,910,489,0,351,2231,5924,16113,12747,9162,6954,4038,1939,1323,0,31345,29226,211,0.029,0.076,0.57,0.14,0.181,0.36,0.462,0.178,282,Past,0.003,0.001
2021/01/18 22:00:00+00,154,1088,3174,8598,6508,4688,3538,2057,1037,839,0,197,1161,2790,7626,6339,4549,3466,2035,919,492,0,354,2265,5978,16295,12887,9264,7030,4100,1962,1333,0,31681,29574,213,0.029,0.076,0.57,0.141,0.18,0.36,0.462,0.178,283,Past,0.003,0.001
2021/01/19 22:00:31+00,158,1111,3217,8683,6599,4748,3587,2086,1051,848,0,200,1199,2834,7714,6418,4610,3508,2080,936,500,0,361,2326,6066,16469,13057,9384,7121,4174,1994,1350,0,32088,29999,215,0.029,0.076,0.571,0.141,0.18,0.36,0.463,0.177,284,Past,0.003,0.001
2021/01/20 22:00:31+00,162,1131,3262,8754,6686,4799,3622,2109,1069,855,0,205,1225,2865,7807,6484,4662,3551,2111,947,511,0,370,2372,6142,16635,13211,9487,7199,4228,2023,1369,0,32449,30368,219,0.029,0.076,0.571,0.141,0.179,0.36,0.463,0.177,285,Past,0.003,0.001
2021/01/21 22:00:31+00,157,1150,3303,8839,6764,4855,3663,2139,1089,873,0,205,1238,2898,7876,6550,4716,3587,2143,961,525,0,365,2404,6216,16790,13355,9597,7276,4290,2057,1401,0,32832,30699,220,0.029,0.075,0.572,0.14,0.179,0.359,0.463,0.177,286,Past,0.003,0.001
2021/01/22 22:00:31+00,160,1166,3335,8884,6813,4896,3706,2154,1101,877,0,205,1251,2939,7939,6599,4765,3621,2170,962,527,0,368,2433,6289,16898,13454,9687,7353,4332,2070,1407,0,33092,30978,221,0.029,0.075,0.572,0.14,0.179,0.359,0.464,0.177,287,Past,0.003,0.001
2021/01/23 22:00:31+00,160,1171,3349,8927,6854,4924,3720,2161,1110,883,0,209,1257,2958,7989,6643,4797,3642,2183,968,531,0,372,2444,6322,16992,13539,9747,7388,4352,2085,1417,0,33259,31177,222,0.029,0.075,0.573,0.14,0.179,0.36,0.463,0.177,288,Past,0.003,0.001
2021/01/24 22:00:31+00,162,1180,3363,8950,6880,4949,3736,2180,1120,889,0,212,1263,2968,8020,6681,4821,3663,2192,979,534,0,377,2459,6346,17045,13603,9796,7425,4380,2106,1426,0,33409,31333,221,0.029,0.075,0.573,0.14,0.179,0.359,0.463,0.177,289,Past,0.003,0.001
2021/01/25 22:00:31+00,163,1189,3390,9017,6940,4991,3768,2198,1131,896,0,214,1276,3001,8082,6736,4864,3688,2211,991,539,0,380,2481,6407,17174,13718,9881,7482,4417,2129,1438,0,33683,31602,222,0.029,0.075,0.574,0.14,0.178,0.359,0.464,0.177,290,Past,0.003,0.001
2021/01/26 22:00:31+00,164,1199,3442,9094,7013,5041,3818,2233,1148,907,0,215,1292,3042,8158,6792,4915,3731,2231,1004,546,0,382,2507,6501,17327,13847,9982,7575,4473,2159,1456,0,34059,31926,224,0.029,0.075,0.573,0.14,0.178,0.359,0.464,0.177,291,Past,0.003,0.001
2021/01/27 22:00:31+00,164,1219,3500,9172,7063,5081,3857,2259,1162,926,0,218,1314,3081,8223,6844,4960,3766,2252,1016,554,0,385,2549,6599,17471,13950,10068,7649,4520,2185,1483,0,34403,32228,228,0.029,0.075,0.573,0.14,0.178,0.36,0.463,0.177,292,Past,0.003,0.001
2021/01/28 22:00:31+00,170,1242,3535,9254,7138,5125,3900,2282,1172,931,0,221,1328,3121,8283,6900,5031,3808,2278,1031,556,0,394,2586,6674,17620,14088,10186,7736,4576,2213,1493,0,34749,32557,260,0.029,0.075,0.573,0.14,0.178,0.36,0.463,0.177,293,Past,0.003,0.001
2021/01/29 22:00:31+00,174,1258,3560,9309,7172,5160,3931,2294,1179,937,0,221,1343,3142,8324,6951,5064,3832,2282,1038,556,0,399,2618,6721,17718,14178,10259,7798,4599,2230,1500,0,34974,32753,293,0.029,0.075,0.573,0.141,0.178,0.36,0.463,0.177,294,Past,0.003,0.001
2021/01/30 22:00:31+00,175,1267,3576,9351,7198,5177,3940,2301,1180,939,0,222,1349,3155,8355,6978,5082,3853,2286,1040,556,0,401,2633,6751,17795,14235,10298,7829,4611,2233,1504,0,35104,32876,310,0.029,0.075,0.573,0.141,0.178,0.36,0.463,0.177,295,Past,0.003,0.001
2021/01/31 22:00:31+00,175,1279,3597,9414,7238,5207,3963,2311,1187,945,0,224,1357,3187,8402,7027,5108,3875,2294,1044,562,0,403,2653,6805,17913,14325,10358,7876,4631,2250,1517,0,35316,33080,335,0.029,0.075,0.573,0.141,0.178,0.36,0.463,0.177,296,Past,0.003,0.001
2021/02/01 22:00:00+00,180,1303,3650,9493,7302,5247,3996,2334,1199,949,0,227,1371,3222,8483,7089,5142,3902,2312,1053,569,0,411,2692,6895,18084,14462,10437,7940,4678,2278,1531,0,35653,33370,385,0.029,0.075,0.573,0.141,0.177,0.36,0.463,0.177,297,Past,0.003,0.001
